SALDO,FRECUENCIA_SALDO,COMPRAS,COMPRAS_UNICAS,COMPRAS_CUOTAS,ADELANTO_EFECTIVO,FRECUENCIA_COMPRAS,FRECUENCIA_COMPRAS_UNICAS,FRECUENCIA_COMPRAS_CUOTAS,FRECUENCIA_ADELANTO_EFECTIVO,NUM_TRX_ADELANTO_EFECTIVO,NUM_TRX_COMPRAS,LIMITE_CREDITO,PAGOS,PAGOS_MINIMOS,PORC_PAGO_COMPLETO,ANTIGUEDAD,TASA_UTILIZACION_CREDITO,RATIO_PAGOS_MINIMOS,RATIO_PAGOS_COMPRAS,INTENSIDAD_ADELANTO,Cluster
1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1200.0,1083.301007,2172.697765,0.0,12.0,1.0776041158333334,2.0,1.177347526216855,0.0,2
630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.24999999999999997,0.25,0.0,0.0,0.0,6.0,2000.0,705.6186270000001,155.54906900000015,0.0,12.0,0.315397372,0.2204435410681932,0.4728776866913659,0.0,2
1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0.0,26.0,3000.0,608.2636890000001,490.207013,0.25,12.0,0.5056428733333334,0.805912009970544,0.18901975730533047,0.0,2
921.693369,1.0,2137.93,419.96,1717.9699999999998,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,1655.891435,251.13798599999996,0.083333,12.0,0.12289244919999999,0.15166331592767532,0.7745302391684807,0.0,2
2772.772734,1.0,0.0,0.0,0.0,346.8113900000001,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,3000.0,805.6479740000001,989.962866,0.0,12.0,0.9242575780000001,1.228778445077082,3.0,0.1156037966281321,1
6886.213231,1.0,1611.7,0.0,1611.6999999999998,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,2109.9064899999994,0.0,12.0,0.860776653875,1.0584252619507175,1.2368550448365978,0.2876864083390392,1
2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,391.9745620000001,376.579631,0.0,8.0,0.6906914513333333,0.9607246656972481,3.0,0.9280915673573029,1
41.08948899999996,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.59066199999984,73.20322099999998,0.25,12.0,0.016435795599999983,0.2875330153015079,0.49054077362130843,0.0,2
1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,13000.0,1720.837373,744.613395,0.0,12.0,0.153005556,0.4327041045541587,3.0,0.0,2
3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,8626.691541090007,0.0,12.0,0.89449273325,2.0,2.6439405512644476,0.0,1
2016.684686,1.0,176.67999999999995,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686000000003,8626.691541090007,0.0,12.0,1.008342343,2.0,1.262557158350935,0.0,1
6369.531318,1.0,6359.95,5910.04,449.91,229.02824499999997,1.0,0.916667,1.0,0.333333,6.0,92.0,11250.0,2077.959051,1659.775075,0.0,12.0,0.5661805616000001,0.7987525420207368,0.32672568977323313,0.020358066220412613,0
132.34223999999995,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.32955400000003,0.0,12.0,0.07352346666666663,0.03658605607660029,2.892057795205224,0.0,2
3800.151377,0.818182,4248.35,3454.5599999999995,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,9479.043841999997,1425.426525,0.0,12.0,0.4222390418888889,0.15037661483680517,2.2312294984567576,0.886046180568217,0
5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.8947618698333334,1.1646670212084047,3.0,0.13315831047780696,1
169.78167899999994,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.30614200000014,163.005536,0.0,12.0,0.05659389299999998,0.7570872513377378,0.5388041578108007,0.0,2
1615.96724,1.0,102.0,102.0,0.0,244.84048499999994,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.9505689647058824,1.0909978521327388,3.0,0.14402381462116243,1
125.69481700000006,1.0,233.27999999999997,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.7737149999998,164.74881900000003,0.0,12.0,0.12569481700000007,0.7929242551545845,0.8906623547210969,0.0,2
7152.864372,1.0,387.05000000000007,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.8333329999999999,16.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.6812251782857143,1.0296000786158355,3.0,0.21296621512257463,1
22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.76777300000003,159.684442,0.0,12.0,0.0031976072463768116,0.9932615102327657,1.6076777139232232,0.0,2
9338.804814000001,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10.0,64.0,13000.0,4230.323491,3292.01503,0.0,12.0,0.7183696010769232,0.7781946312676931,1.392465294586764,0.24489102313500838,0
1162.273324,1.0,1347.71,400.0,947.71,175.81575499999997,1.0,0.083333,1.0,0.166667,2.0,45.0,6000.0,645.9982990000001,256.84899100000007,0.0,12.0,0.19371222066666666,0.3976001035916039,0.47933034445145445,0.029302625828449554,2
6732.823064,1.0,324.94999999999993,324.95,0.0,1189.533753,0.08333299999999993,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.6412212441904762,1.4573093752519757,3.0,0.11328892884635343,1
125.66045299999996,1.0,636.79,636.79,0.0,0.0,0.9166669999999999,0.916667,0.0,0.0,0.0,11.0,1200.0,423.4496959999999,196.30188499999997,0.29999999999999993,12.0,0.10471704416666663,0.46357781429703093,0.6649754162832716,0.0,2
3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,8626.691541090007,0.0,12.0,0.31973651054545454,0.9875319157001139,3.0,0.0,1
1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,1800.0,351.50019900000007,634.569311,0.0,12.0,0.9201948783333334,1.8053170695208705,3.0,0.0551468705249184,1
7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.7272729999999998,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,0.8252307712222222,1.2141837143890644,3.0,0.9859305605571187,1
4047.4808279999997,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.8094961655999999,0.9525600612787082,0.6796305119910817,0.3395321801320935,0
6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.08333299999999993,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.696602016,1.6566078082933795,3.0,0.3250777624083247,1
1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.08333299999999993,0.083333,0.0,0.333333,6.0,6.0,7500.0,13608.71554060002,719.948985,0.333333,12.0,0.18821363066666666,0.052903522217009565,3.0,0.823157716823579,1
663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.3685821166666667,0.09237955741695957,3.0,1.7405910734774492,1
784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.2616299206666667,0.28768118116614244,0.8268819166725304,0.7294732020901755,2
4104.710798,1.0,203.82000000000005,203.82,0.0,0.0,0.08333299999999993,0.083333,0.0,0.0,0.0,1.0,4500.0,868.2752750000001,1801.264841,0.0,12.0,0.9121579551111111,2.0,3.0,0.0,1
1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,1500.0,378.2942270000001,321.35413700000004,0.0,12.0,0.9071615846666667,0.8494819989693313,3.0,0.9877247280081835,1
5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.625405364,0.9219580905371784,0.9376583150188416,0.0,2
2242.311686,1.0,437.0,96.99999999999994,340.0,184.64869199999998,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,779.526652,0.0,12.0,0.9342965358333334,2.0,0.0,0.07693695496794294,1
474.4471490000001,0.5,109.74000000000001,0.0,109.74000000000001,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.0130049999998,147.199792,0.0,8.0,0.27908655823529416,0.8363006538278209,1.6039092709685667,0.596270324355135,2
3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,986.4687476,0.0,12.0,0.930978865952381,2.0,0.0,0.47163647631627703,1
229.86717900000008,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.06965672090909093,0.06904914765818289,1.0641485643503104,0.0,0
863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.08333300000000002,2.0,3.0,4000.0,587.8664510000001,286.448719,0.083333,12.0,0.21595245825,0.4872683549562375,1.1583575366337784,0.17377428970655645,2
4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.4109443214166667,0.12478477217087998,3.0,0.7108873844407594,1
1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.43155542599999996,0.9447205505607061,0.45041695691541844,0.0,2
1565.681099,1.0,0.0,0.0,0.0,321.3591349999999,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.8252789999999,581.481917,0.0,12.0,0.4473374568571428,0.8405040026869213,3.0,0.09181689568805229,1
464.67415600000004,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.44609100000002,0.2,9.0,0.15489138533333335,0.042586445293606404,1.5713527250273578,0.6604218341131928,2
6.660517000000027,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.0167630000001,131.14178559999993,0.0,12.0,0.006660517000000027,0.31447605209463453,1.345215360176725,0.0,2
1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.24999999999999997,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,379.16486520000007,0.0,12.0,0.2186659973333333,2.0,0.0,0.0,2
3625.218146,1.0,313.27,313.27,0.0,668.468743,0.24999999999999997,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,1478.4686756,0.0,12.0,0.9063045365000001,2.0,0.0,0.1671171857082207,1
2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.9166669999999999,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.3181774172,0.23095216133669572,1.0883754684916924,0.0,0
3971.1387649999997,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.9927846912499999,2.0,3.0,0.05614387923596403,1
5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.9156506766666667,0.8978796348314161,3.0,0.1617652219730391,1
1879.114033,0.727273,113.0,113.00000000000006,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.2890944666153846,0.15616945454173578,3.0,0.0,2
1555.793701,1.0,66.20000000000005,66.20000000000005,0.0,0.0,0.08333299999999993,0.083333,0.0,0.0,0.0,1.0,1600.0,338.0836609999999,837.215674,0.0,12.0,0.972371063125,2.0,3.0,0.0,1
809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.64538700000003,0.090909,11.0,0.19508023566265062,0.055269252351534126,3.0,0.9204030036336378,1
7.152356000000054,0.09090900000000002,840.0,840.0,0.0,0.0,0.08333299999999993,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,120.72627579999994,0.0,12.0,0.004470222500000034,2.0,0.0,0.0,2
1923.886805,1.0,1887.6400000000003,0.0,1887.6399999999999,1605.949371,1.0,0.0,1.0,0.08333300000000002,4.0,61.0,1850.0,3688.0459979999996,3266.996777,0.083333,12.0,1.0399388135135135,0.8858340644031648,1.953786736902276,0.8680807406118481,1
1758.059987,1.0,412.33000000000004,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.4516480000001,897.905444,0.0,12.0,0.9766999927777779,1.1549341301866605,1.8855083212826904,0.0,2
809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.07476900000006,179.41249300000004,0.0,8.0,0.5398983033333333,1.228223689826792,3.0,0.6056157382629228,1
1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.0222249999999,352.883804,0.0,12.0,0.6305220116,0.6534616299292838,3.0,0.15316341873873465,1
3990.5235789999997,1.0,263.5,190.60000000000002,72.89999999999998,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,6876.836205,1001.607366,0.083333,12.0,0.6650872631666667,0.14564944343535524,3.0,0.0,1
1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,0.9996679329411765,0.5687255634350064,1.1907518180886036,0.0,2
5487.683724,1.0,419.1,0.0,419.1,625.399386,0.9166669999999999,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,0.8780293958400001,1.6929487860065209,3.0,0.10006390174398978,1
2990.422186,0.909091,4523.27,1664.09,2859.18,9588.163356800003,0.666667,0.5,0.583333,0.8333329999999999,27.0,33.0,7000.0,13608.71554060002,1107.030803,0.4545450000000001,12.0,0.4272031694285714,0.08134719251173671,3.0,1.3697376222043236,0
656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.98319300000003,0.25,8.0,0.09371614428571429,0.15484865327986702,3.0,0.21062141439848264,1
1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,0.8039877417777778,0.7005011180776425,1.2452968437522107,0.0,2
532.334517,0.909091,791.94,516.64,275.3,0.0,0.27272700000000005,0.09090900000000002,0.181818,0.0,0.0,7.000000000000001,6000.0,1305.177304,175.51034400000003,0.0,11.0,0.0887224195,0.1344724148417521,1.6480759935751748,0.0,2
5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,0.9767389373333334,1.0861203013429948,3.0,0.0,1
1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,0.1570580408181818,0.21070058588346333,3.0,0.0,2
578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.18654200000003,0.0,12.0,0.3858731193333333,0.13217398354367502,3.0,0.0,2
1205.716678,1.0,0.0,0.0,0.0,38.325800999999956,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,1200.0,29.27867100000003,8242.687678,0.0,12.0,1.0047638983333333,2.0,3.0,0.03193816747338482,1
6593.820644,1.0,388.65999999999997,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.000000000000001,7000.0,1624.583114,2503.40234,0.0,12.0,0.9419743777142857,1.5409506087350908,3.0,0.6602763684771034,1
17.357563000000027,0.909091,244.85000000000002,40.210000000000036,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.8020819999999,121.523416,0.181818,12.0,0.0034715126000000054,0.3396386487777938,1.4613113356695469,0.0,2
81.58471099999997,0.27272699999999994,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.56903299999999,164.692136,0.0,12.0,0.00858786431578947,1.4128292081411606,3.0,0.3142421058616587,1
3.7863099999999577,0.636364,133.05000000000007,28.200000000000045,104.85000000000002,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.05343199999993,99.53373499999998,0.44444399999999995,12.0,0.0003155258333333298,0.47384959902083584,1.5787555837748535,0.0,2
42.46442999999999,0.545455,396.0000000000001,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.80945399999996,1.0,12.0,0.035387024999999996,0.19405767890391284,1.8323388691102547,0.0,2
1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.08333300000000002,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0,0.21504027622222222,0.12085929704424837,1.0011121523311268,0.032649421329705615,0
134.9172020000001,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,1275.229436,171.35718899999995,1.0,12.0,0.008176800121212127,0.13437361468311207,1.0219822367190396,0.0,2
7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0,0.6427227623636365,0.4087831233920317,2.8619099216464168,0.5114549132262314,1
8181.251131000001,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21.0,60.0,13500.0,3021.575846,2074.581541,0.0,12.0,0.6060186022962963,0.6865892653529673,1.3381587524686964,0.3889799210082237,0
4037.305658,1.0,45.0,45.0,0.0,104.23806400000001,0.08333299999999993,0.083333,0.0,0.08333300000000002,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0,0.8971790351111112,0.902310266251992,3.0,0.023164014217074664,1
6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,2864.380327,0.0,12.0,0.9400408098461538,1.9067831101035304,3.0,0.41803906408953245,1
9338.804814000001,1.0,5100.07,1147.83,3952.24,370.7371969999999,1.0,0.25,0.916667,0.08333300000000002,1.0,46.0,9000.0,6409.496345,8626.691541090007,0.0,12.0,1.0376449793333336,1.3459234665877766,1.2567467395042133,0.04119302188431188,0
1977.00709,1.0,1032.04,226.89999999999998,805.14,4335.919227,0.9090910000000001,0.09090900000000002,0.818182,0.545455,21.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0,0.4942517725,0.2979649533193597,2.9615373154513995,1.0839798064790052,1
1321.47608,1.0,45.64999999999998,45.64999999999998,0.0,495.657934,0.08333299999999993,0.083333,0.0,0.08333300000000002,1.0,1.0,1800.0,440.84043900000006,312.56063599999993,0.0,12.0,0.7341533777777778,0.709010806721815,3.0,0.27536551873590803,1
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,1372.3688836000001,0.0,12.0,0.54488243375,2.0,0.0,0.0,2
2329.485768,1.0,213.34000000000003,213.34000000000003,0.0,0.0,0.24999999999999997,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,554.61006,0.0,12.0,0.97061907,2.0,0.0,0.0,2
1139.782882,1.0,0.0,0.0,0.0,120.61291200000005,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,1200.0,151.82365099999993,2906.110765,0.0,12.0,0.9498190683333333,2.0,3.0,0.10051075991624106,1
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.12853199999995,389.138517,0.0,12.0,0.269992618,0.9328983423917443,0.5641141018012088,0.0,2
3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,972.7757456,0.0,12.0,0.87641782775,2.0,0.0,0.428496076142876,1
4.708041000000094,0.36363600000000007,79.0,0.0,79.0,0.0,0.24999999999999997,0.0,0.166667,0.0,0.0,3.0,7000.0,217.8201979999999,121.781205,1.0,12.0,0.0006725772857142992,0.5590905047332183,2.757217661301041,0.0,2
0.06510058999995635,0.0,0.0,0.0,0.0,89.84900400000004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.02142800000024,18.13800660000004,0.0,7.0,2.170019666665212e-05,0.13141442406019435,3.0,0.02994966799001679,2
4.875884999999926,0.666667,20.0,20.0,0.0,0.0,0.11111100000000002,0.111111,0.0,0.0,0.0,1.0,1500.0,26.48791899999992,60.91357700000003,0.0,9.0,0.0032505899999999504,2.0,1.3243958837802017,0.0,2
23.39441099999999,0.27272699999999994,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.1491529999998,54.79165999999998,0.0,12.0,0.011697205499999995,0.07693846112467613,0.5289755121304812,0.0,2
3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.9166669999999999,0.916667,0.833333,0.0,0.0,75.0,5700.0,9172.788366,2103.796148,0.083333,12.0,0.6210178792982456,0.22935186813734973,3.0,0.0,0
0.6242400000000998,0.09090900000000002,389.9599999999999,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,21.80665060000001,0.0,12.0,0.00013872000000002217,2.0,0.0,0.0,2
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.08333300000000002,1.0,0.0,4000.0,2236.890255,214.82815800000003,0.083333,12.0,0.215518095,0.09603875622586648,3.0,0.23007745119248063,1
2441.542991,1.0,808.0,808.0,0.0,959.857263,0.24999999999999997,0.25,0.0,0.333333,6.0,4.0,4000.0,532.7416989999999,1026.976,0.0,12.0,0.61038574775,1.927718442164374,0.6593337850750819,0.23996431569000892,1
408.65636500000005,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1097.78942,176.61060500000008,0.083333,12.0,0.16346254600000001,0.16087839946491891,1.165827087670631,0.0,2
4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40.0,0.0,8000.0,1241.538024,1439.230899,0.0,12.0,0.6233001005,1.1592322345503674,3.0,0.6799334452900083,1
1246.624558,1.0,423.69999999999993,177.64,246.06,412.39905799999997,0.666667,0.166667,0.5,0.08333300000000002,2.0,10.0,2000.0,577.050373,498.365419,0.0,12.0,0.623312279,0.8636428316395129,1.3619314884070537,0.2061995288969002,2
6644.201651,1.0,4478.75,2721.59,1757.1599999999999,7205.520805,1.0,0.916667,1.0,0.583333,21.0,64.0,9000.0,10857.94321,2469.571326,0.083333,12.0,0.7382446278888889,0.22744375044235993,2.424324467223148,0.8006134226888207,0
156.21675299999993,0.818182,1354.86,585.63,769.23,0.0,0.9166669999999999,0.333333,0.833333,0.0,0.0,34.0,5500.0,858.976682,108.319927,0.0,12.0,0.028403045999999987,0.12610345442869259,0.6339966353468279,0.0,2
3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.08333300000000002,2.0,0.0,4200.0,0.0,1024.3614224,0.0,12.0,0.8079407704761905,2.0,0.0,0.2400830170856945,1
5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8.0,81.0,8500.0,1509.423237,1834.031569,0.0,12.0,0.6262345992941176,1.2150545472124232,0.5367410697899364,0.29533564125937223,0
6458.56209,1.0,0.0,0.0,0.0,3360.2287939999997,0.0,0.0,0.0,0.25,11.0,0.0,7000.0,1277.76778,2760.115734,0.0,12.0,0.9226517271428571,2.0,3.0,0.4800326847885667,1
175.34165099999996,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0.0,14.0,5000.0,1884.227778,136.6398240000001,1.0,12.0,0.03506833019999999,0.07251767834169061,1.2487426448083088,0.0,2
680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0.0,25.0,3000.0,552.432305,207.72044099999994,0.0,12.0,0.226731719,0.376010669079154,0.5283551598378348,0.0,2
